,year,state,district,chloride,sdp,intercept,gini,region
6421,2015,westbengal,kolkata,,546988.0,1,0.4,eastern_region
6422,2016,westbengal,kolkata,333.5,584911.0,1,0.4,eastern_region
6423,2017,westbengal,kolkata,302.15384,623787.0,1,0.4,eastern_region
6424,2018,westbengal,kolkata,253.92857,659288.0,1,0.4,eastern_region
6425,2000,kerala,kollam,81.883331,147973.5597433169,1,0.35,southern_region
6426,2001,kerala,kollam,123.5,155366.47487904064,1,0.35,southern_region
6427,2002,kerala,kollam,80.333336,166734.581417683,1,0.35,southern_region
6428,2003,kerala,kollam,,177540.5159176877,1,0.35,southern_region
6429,2004,kerala,kollam,37.05909,194266.89820535283,1,0.35,southern_region
6430,2005,kerala,kollam,35.650002,214150.4423028008,1,0.35,southern_region
6431,2006,kerala,kollam,36.197498,231069.25430291385,1,0.35,southern_region
6432,2007,kerala,kollam,28.717648,251690.7367210242,1,0.35,southern_region
6433,2008,kerala,kollam,28.873529,267167.04617471667,1,0.35,southern_region
6434,2009,kerala,kollam,26.660526,291324.3285363027,1,0.35,southern_region
6435,2010,kerala,kollam,23.758139,309967.46877313964,1,0.35,southern_region
6436,2011,kerala,kollam,34.883335,328021.0,1,0.35,southern_region
6437,2012,kerala,kollam,29.342106,348616.0,1,0.35,southern_region
6438,2013,kerala,kollam,28.588888,364707.0,1,0.35,southern_region
6439,2014,kerala,kollam,33.905262,382134.0,1,0.35,southern_region
6440,2015,kerala,kollam,30.448,411150.0,1,0.35,southern_region
6441,2016,kerala,kollam,26.689285,443615.0,1,0.35,southern_region
6442,2017,kerala,kollam,30.007692,473182.0,1,0.35,southern_region
6443,2018,kerala,kollam,30.191904,510787.0,1,0.35,southern_region
6444,2000,karnataka,koppal,731.0,276258.6426431352,1,0.26,southern_region
6445,2001,karnataka,koppal,294.79999,281266.3155456815,1,0.26,southern_region
6446,2002,karnataka,koppal,,296352.99111225107,1,0.26,southern_region
6447,2003,karnataka,koppal,,302124.54632196546,1,0.26,southern_region
6448,2004,karnataka,koppal,227.33333,332758.6518626028,1,0.26,southern_region
6449,2005,karnataka,koppal,,366994.563425254,1,0.26,southern_region
6450,2006,karnataka,koppal,425.21054,405152.5474600871,1,0.26,southern_region
6451,2007,karnataka,koppal,,455994.0619254959,1,0.26,southern_region
6452,2008,karnataka,koppal,,488433.38238993706,1,0.26,southern_region
6453,2009,karnataka,koppal,,488554.19922593125,1,0.26,southern_region
6454,2010,karnataka,koppal,375.72726,538791.629511369,1,0.26,southern_region
6455,2011,karnataka,koppal,,554952.0,1,0.26,southern_region
6456,2012,karnataka,koppal,152.875,593192.0,1,0.26,southern_region
6457,2013,karnataka,koppal,219.34375,646787.0,1,0.26,southern_region
6458,2014,karnataka,koppal,465.68967,671283.0,1,0.26,southern_region
6459,2015,karnataka,koppal,,749952.0,1,0.26,southern_region
6460,2016,karnataka,koppal,300.616,851394.0,1,0.26,southern_region
6461,2017,karnataka,koppal,336.64706,915642.0,1,0.26,southern_region
6462,2018,karnataka,koppal,301.51334,974815.0,1,0.26,southern_region
6463,2000,odisha,koraput,29.270269,98181.20095221567,1,0.33,eastern_region
6464,2001,odisha,koraput,,104158.31573762312,1,0.33,eastern_region
6465,2002,odisha,koraput,33.713135,103409.86331502158,1,0.33,eastern_region
6466,2003,odisha,koraput,,118510.2192096142,1,0.33,eastern_region
6467,2004,odisha,koraput,36.544827,133986.11438993324,1,0.33,eastern_region
6468,2005,odisha,koraput,,139933.87047902113,1,0.33,eastern_region
6469,2006,odisha,koraput,,157355.39593546148,1,0.33,eastern_region
6470,2007,odisha,koraput,,170849.19512100978,1,0.33,eastern_region
6471,2008,odisha,koraput,32.415554,183688.7017215425,1,0.33,eastern_region
6472,2009,odisha,koraput,38.384617,185166.7723202224,1,0.33,eastern_region
6473,2010,odisha,koraput,,196839.58852819703,1,0.33,eastern_region
6474,2011,odisha,koraput,,204226.0,1,0.33,eastern_region
6475,2012,odisha,koraput,46.381481,216301.0,1,0.33,eastern_region
6476,2013,odisha,koraput,54.977272,233122.0,1,0.33,eastern_region
6477,2014,odisha,koraput,36.422943,235931.0,1,0.33,eastern_region
6478,2015,odisha,koraput,41.906979,253192.0,1,0.33,eastern_region
6479,2016,odisha,koraput,35.506123,293348.0,1,0.33,eastern_region
6480,2017,odisha,koraput,28.872726,316192.0,1,0.33,eastern_region
6481,2018,odisha,koraput,32.383335,338339.0,1,0.33,eastern_region
6482,2000,chhattisgarh,korba,,60613.02944903384,1,0.34,central_region
6483,2001,chhattisgarh,korba,37.364285,69095.92750038933,1,0.34,central_region
6484,2002,chhattisgarh,korba,60.81818,67928.20822216057,1,0.34,central_region
6485,2003,chhattisgarh,korba,,80689.13119305942,1,0.34,central_region
6486,2004,chhattisgarh,korba,34.0,85010.50532014725,1,0.34,central_region
6487,2005,chhattisgarh,korba,31.357143,86399.03557352198,1,0.34,central_region
6488,2006,chhattisgarh,korba,32.466667,102835.45434201976,1,0.34,central_region
6489,2007,chhattisgarh,korba,29.833334,111148.14951274091,1,0.34,central_region
6490,2008,chhattisgarh,korba,36.583332,118439.98738179456,1,0.34,central_region
6491,2009,chhattisgarh,korba,33.599998,121728.50355879591,1,0.34,central_region
6492,2010,chhattisgarh,korba,,133465.28146971774,1,0.34,central_region
6493,2011,chhattisgarh,korba,,142273.0,1,0.34,central_region
6494,2012,chhattisgarh,korba,30.055555,148760.0,1,0.34,central_region
6495,2013,chhattisgarh,korba,36.628571,163494.0,1,0.34,central_region
6496,2014,chhattisgarh,korba,39.946342,165354.0,1,0.34,central_region
6497,2015,chhattisgarh,korba,43.666103,168879.0,1,0.34,central_region
6498,2016,chhattisgarh,korba,36.024563,187541.0,1,0.34,central_region
6499,2017,chhattisgarh,korba,58.753078,194073.0,1,0.34,central_region
6500,2018,chhattisgarh,korba,28.519178,209211.0,1,0.34,central_region
6501,2000,chhattisgarh,korea,,60613.02944903384,1,0.26,central_region
6502,2001,chhattisgarh,korea,37.900002,69095.92750038933,1,0.26,central_region
6503,2002,chhattisgarh,korea,25.5,67928.20822216057,1,0.26,central_region
6504,2003,chhattisgarh,korea,,80689.13119305942,1,0.26,central_region
6505,2004,chhattisgarh,korea,28.6875,85010.50532014725,1,0.26,central_region
6506,2005,chhattisgarh,korea,24.799999,86399.03557352198,1,0.26,central_region
6507,2006,chhattisgarh,korea,23.5625,102835.45434201976,1,0.26,central_region
6508,2007,chhattisgarh,korea,24.0625,111148.14951274091,1,0.26,central_region
6509,2008,chhattisgarh,korea,23.421053,118439.98738179456,1,0.26,central_region
6510,2009,chhattisgarh,korea,29.6,121728.50355879591,1,0.26,central_region
6511,2010,chhattisgarh,korea,,133465.28146971774,1,0.26,central_region
6512,2011,chhattisgarh,korea,,142273.0,1,0.26,central_region
6513,2012,chhattisgarh,korea,29.352942,148760.0,1,0.26,central_region
6514,2013,chhattisgarh,korea,37.25,163494.0,1,0.26,central_region
6515,2014,chhattisgarh,korea,55.527271,165354.0,1,0.26,central_region
6516,2015,chhattisgarh,korea,24.86875,168879.0,1,0.26,central_region
6517,2016,chhattisgarh,korea,34.400002,187541.0,1,0.26,central_region
6518,2017,chhattisgarh,korea,38.945587,194073.0,1,0.26,central_region
6519,2018,chhattisgarh,korea,46.969048,209211.0,1,0.26,central_region
6520,2000,rajasthan,kota,341.08334,174261.4982756208,1,0.28,northern_region
6521,2001,rajasthan,kota,86.333336,194105.2216453936,1,0.28,northern_region
6522,2002,rajasthan,kota,118.90909,170786.6612538214,1,0.28,northern_region
6523,2003,rajasthan,kota,,225128.6442802708,1,0.28,northern_region
6524,2004,rajasthan,kota,97.333336,219623.783673409,1,0.28,northern_region
6525,2005,rajasthan,kota,88.699997,234376.38095379013,1,0.28,northern_region
6526,2006,rajasthan,kota,150.33333,261962.91892931657,1,0.28,northern_region
6527,2007,rajasthan,kota,226.55556,273897.97681369574,1,0.28,northern_region
6528,2008,rajasthan,kota,136.16667,296931.6051077934,1,0.28,northern_region
6529,2009,rajasthan,kota,75.8125,314236.5616057293,1,0.28,northern_region
6530,2010,rajasthan,kota,190.5,361436.6835150852,1,0.28,northern_region
6531,2011,rajasthan,kota,221.0,395331.0,1,0.28,northern_region
6532,2012,rajasthan,kota,160.0,409802.0,1,0.28,northern_region
6533,2013,rajasthan,kota,147.7,434292.0,1,0.28,northern_region
6534,2014,rajasthan,kota,179.46153,465408.0,1,0.28,northern_region
6535,2015,rajasthan,kota,98.928574,501922.0,1,0.28,northern_region
6536,2016,rajasthan,kota,131.13333,529650.0,1,0.28,northern_region
6537,2017,rajasthan,kota,196.5,557618.0,1,0.28,northern_region
6538,2018,rajasthan,kota,91.888885,568102.0,1,0.28,northern_region
6539,2000,kerala,kottayam,34.153332,147973.5597433169,1,0.37,southern_region
6540,2001,kerala,kottayam,29.9,155366.47487904064,1,0.37,southern_region
6541,2002,kerala,kottayam,50.207142,166734.581417683,1,0.37,southern_region
6542,2003,kerala,kottayam,,177540.5159176877,1,0.37,southern_region
6543,2004,kerala,kottayam,42.81739,194266.89820535283,1,0.37,southern_region
6544,2005,kerala,kottayam,43.895123,214150.4423028008,1,0.37,southern_region
6545,2006,kerala,kottayam,20.331112,231069.25430291385,1,0.37,southern_region
6546,2007,kerala,kottayam,19.18718,251690.7367210242,1,0.37,southern_region
6547,2008,kerala,kottayam,14.796552,267167.04617471667,1,0.37,southern_region
6548,2009,kerala,kottayam,45.441666,291324.3285363027,1,0.37,southern_region
6549,2010,kerala,kottayam,28.002222,309967.46877313964,1,0.37,southern_region
6550,2011,kerala,kottayam,19.031818,328021.0,1,0.37,southern_region
6551,2012,kerala,kottayam,19.85,348616.0,1,0.37,southern_region
6552,2013,kerala,kottayam,13.617778,364707.0,1,0.37,southern_region
6553,2014,kerala,kottayam,23.957693,382134.0,1,0.37,southern_region
6554,2015,kerala,kottayam,24.246153,411150.0,1,0.37,southern_region
6555,2016,kerala,kottayam,24.038462,443615.0,1,0.37,southern_region
6556,2017,kerala,kottayam,31.874193,473182.0,1,0.37,southern_region
6557,2018,kerala,kottayam,22.351999,510787.0,1,0.37,southern_region
6558,2000,kerala,kozhikode,26.325001,147973.5597433169,1,0.33,southern_region
6559,2001,kerala,kozhikode,33.153847,155366.47487904064,1,0.33,southern_region
6560,2002,kerala,kozhikode,44.714287,166734.581417683,1,0.33,southern_region
6561,2003,kerala,kozhikode,,177540.5159176877,1,0.33,southern_region
6562,2004,kerala,kozhikode,24.803703,194266.89820535283,1,0.33,southern_region
6563,2005,kerala,kozhikode,22.049999,214150.4423028008,1,0.33,southern_region
6564,2006,kerala,kozhikode,19.53871,231069.25430291385,1,0.33,southern_region
6565,2007,kerala,kozhikode,20.634375,251690.7367210242,1,0.33,southern_region
6566,2008,kerala,kozhikode,21.569231,267167.04617471667,1,0.33,southern_region
6567,2009,kerala,kozhikode,19.88125,291324.3285363027,1,0.33,southern_region
6568,2010,kerala,kozhikode,20.56842,309967.46877313964,1,0.33,southern_region
6569,2011,kerala,kozhikode,27.405405,328021.0,1,0.33,southern_region
6570,2012,kerala,kozhikode,21.513636,348616.0,1,0.33,southern_region
6571,2013,kerala,kozhikode,16.33721,364707.0,1,0.33,southern_region
6572,2014,kerala,kozhikode,27.176191,382134.0,1,0.33,southern_region
6573,2015,kerala,kozhikode,32.369564,411150.0,1,0.33,southern_region
6574,2016,kerala,kozhikode,41.604347,443615.0,1,0.33,southern_region
6575,2017,kerala,kozhikode,32.022221,473182.0,1,0.33,southern_region
